Sample in Buffer,Sample in Window,TRIGGER,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/sub_osr_expired,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/u_fc_adapter/dbg_tx_haddr[7:0],tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/sub_osr_ctr_r[16:0],tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/dbg_wr_hold_set,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/u_fc_adapter/dbg_tx_arb_valid,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/u_chiplet_controller/dbg_a2l_app_v,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/sub_axi_progress,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/u_fc_adapter/dbg_tx_hreadyout,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/sub_r_done,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/dbg_rd_pipe_r,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/sub_b_done,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/u_chiplet_controller/dbg_a2l_wedged,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/sub_rd_os_r,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/sub_stall_ctr_r[16:0],tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/u_fc_adapter/dbg_tx_htrans[1:0],tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/u_chiplet_controller/dbg_a2l_sack[4:0],tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/u_fc_adapter/dbg_tx_lock,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/u_chiplet_controller/dbg_fe_rx_cred[7:0],tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/u_chiplet_controller/dbg_fcsm_state[2:0],tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/u_chiplet_controller/dbg_a2l_lnk_empty,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/u_chiplet_controller/dbg_a2l_full,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/sub_err1_r,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/sub_err2_r,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/u_fc_adapter/dbg_tx_hwrite,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/u_chiplet_controller/dbg_a2l_wptr[4:0],tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/u_chiplet_controller/dbg_a2l_rreset,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/u_fc_adapter/dbg_tx_hsel,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/u_fc_adapter/dbg_tx_lock_hit,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/u_fc_adapter/dbg_tx_hready,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/u_chiplet_controller/dbg_a2l_app_rdy,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/sub_wr_stuck_fire,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/sub_aw_accept,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/u_fc_adapter/dbg_tx_a2l_valid,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/u_chiplet_controller/dbg_cr_seen,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/dbg_pipe_valid_r,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/sub_axi_outstanding,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/u_fc_adapter/dbg_tx_valid_ap,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/synth_b_pending,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/sub_wr_os_ctr[2:0],tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/dbg_ext_is_nonseq,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/dbg_wr_hold_clr,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/dbg_ahb_sub_hreadyout,tidelink_design_i/nanosoc_eth_chiplet_0/inst/u_chiplet/u_tidelink/dbg_wr_hold_r
1828,1828,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,001f5,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1829,1829,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,001f6,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1830,1830,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,001f7,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1831,1831,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,001f8,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1832,1832,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,001f9,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1833,1833,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,001fa,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1834,1834,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,001fb,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1835,1835,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,001fc,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1836,1836,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,001fd,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1837,1837,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,001fe,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1838,1838,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,001ff,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1839,1839,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00200,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1840,1840,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00201,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1841,1841,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00202,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1842,1842,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00203,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1843,1843,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00204,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1844,1844,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00205,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1845,1845,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00206,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1846,1846,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00207,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1847,1847,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00208,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1848,1848,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00209,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1849,1849,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0020a,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1850,1850,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0020b,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1851,1851,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0020c,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1852,1852,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0020d,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1853,1853,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0020e,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1854,1854,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0020f,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1855,1855,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00210,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1856,1856,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00211,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1857,1857,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00212,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1858,1858,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00213,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1859,1859,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00214,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1860,1860,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00215,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1861,1861,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00216,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1862,1862,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00217,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1863,1863,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00218,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1864,1864,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00219,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1865,1865,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0021a,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1866,1866,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0021b,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1867,1867,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0021c,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1868,1868,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0021d,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1869,1869,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0021e,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1870,1870,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0021f,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1871,1871,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00220,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1872,1872,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00221,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1873,1873,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00222,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1874,1874,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00223,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1875,1875,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00224,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1876,1876,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00225,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1877,1877,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00226,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1878,1878,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00227,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1879,1879,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00228,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1880,1880,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00229,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1881,1881,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0022a,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1882,1882,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0022b,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1883,1883,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0022c,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1884,1884,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0022d,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1885,1885,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0022e,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1886,1886,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0022f,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1887,1887,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00230,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1888,1888,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00231,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1889,1889,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00232,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1890,1890,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00233,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1891,1891,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00234,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1892,1892,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00235,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1893,1893,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00236,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1894,1894,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00237,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1895,1895,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00238,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1896,1896,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00239,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1897,1897,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0023a,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1898,1898,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0023b,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1899,1899,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0023c,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1900,1900,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0023d,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1901,1901,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0023e,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1902,1902,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0023f,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1903,1903,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00240,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1904,1904,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00241,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1905,1905,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00242,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1906,1906,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00243,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1907,1907,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00244,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1908,1908,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00245,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1909,1909,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00246,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1910,1910,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00247,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1911,1911,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00248,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1912,1912,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00249,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1913,1913,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0024a,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1914,1914,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0024b,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1915,1915,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0024c,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1916,1916,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0024d,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1917,1917,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0024e,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1918,1918,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0024f,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1919,1919,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00250,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1920,1920,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00251,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1921,1921,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00252,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1922,1922,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00253,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1923,1923,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00254,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1924,1924,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00255,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1925,1925,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00256,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1926,1926,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00257,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1927,1927,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00258,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1928,1928,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00259,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1929,1929,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0025a,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1930,1930,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0025b,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1931,1931,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0025c,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1932,1932,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0025d,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1933,1933,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0025e,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1934,1934,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,0025f,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1935,1935,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00260,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1936,1936,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00261,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1937,1937,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00262,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1938,1938,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00263,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1939,1939,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00264,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1940,1940,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00265,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1941,1941,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00266,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1942,1942,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00267,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1943,1943,0,0,0c,00000,0,0,0,0,1,0,0,0,0,0,00268,0,01,0,1f,4,1,0,0,0,1,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
